@RELATION RapidMinerData

@ATTRIBUTE 'x' real
@ATTRIBUTE 'y' real
@ATTRIBUTE 'x+1 dist' real
@ATTRIBUTE 'x-1 dist' real
@ATTRIBUTE 'width' real
@ATTRIBUTE 'height' real
@ATTRIBUTE 'table' {'1','0'}

@DATA
943.0,1841.0,352.0,145.0,321.0,37.0,'0'
1295.0,1841.0,101.0,352.0,68.0,34.0,'0'
1396.0,1841.0,201.0,101.0,168.0,35.0,'0'
1597.0,1841.0,200.0,201.0,165.0,43.0,'0'
1797.0,1841.0,123.0,200.0,94.0,34.0,'0'
1920.0,1841.0,224.0,123.0,194.0,35.0,'0'
2144.0,1841.0,1876.0,224.0,70.0,33.0,'0'
269.0,1893.0,277.0,1876.0,245.0,44.0,'0'
546.0,1893.0,274.0,277.0,241.0,36.0,'0'
820.0,1893.0,74.0,274.0,47.0,33.0,'0'
894.0,1893.0,98.0,74.0,67.0,33.0,'0'
992.0,1893.0,100.0,98.0,70.0,35.0,'0'
1092.0,1893.0,126.0,100.0,93.0,35.0,'0'
1218.0,1893.0,104.0,126.0,69.0,35.0,'0'
1322.0,1893.0,222.0,104.0,190.0,42.0,'0'
1544.0,1893.0,154.0,222.0,118.0,35.0,'0'
1698.0,1893.0,72.0,154.0,41.0,34.0,'0'
1770.0,1893.0,247.0,72.0,220.0,35.0,'0'
2017.0,1893.0,102.0,247.0,41.0,33.0,'0'
2119.0,1893.0,1849.0,102.0,71.0,34.0,'0'
271.0,1943.0,173.0,1849.0,142.0,43.0,'0'
444.0,1943.0,252.0,173.0,219.0,42.0,'0'
696.0,1943.0,123.0,252.0,94.0,34.0,'0'
819.0,1943.0,152.0,123.0,118.0,34.0,'0'
971.0,1943.0,247.0,152.0,218.0,34.0,'0'
1218.0,1943.0,227.0,247.0,195.0,34.0,'0'
1445.0,1943.0,149.0,227.0,121.0,34.0,'0'
1594.0,1943.0,76.0,149.0,46.0,34.0,'0'
1670.0,1943.0,73.0,76.0,44.0,32.0,'0'
1743.0,1943.0,101.0,73.0,73.0,34.0,'0'
1844.0,1943.0,176.0,101.0,143.0,39.0,'0'
2020.0,1943.0,50.0,176.0,19.0,25.0,'0'
2070.0,1943.0,1803.0,50.0,169.0,42.0,'0'
268.0,1993.0,72.0,1803.0,47.0,35.0,'0'
340.0,1993.0,229.0,72.0,196.0,36.0,'0'
569.0,1993.0,273.0,229.0,240.0,44.0,'0'
842.0,1993.0,103.0,273.0,70.0,35.0,'0'
945.0,1993.0,326.0,103.0,295.0,34.0,'0'
1271.0,1993.0,151.0,326.0,119.0,33.0,'0'
1422.0,1993.0,168.0,151.0,144.0,35.0,'0'
1590.0,1993.0,304.0,168.0,244.0,36.0,'0'
1894.0,1993.0,103.0,304.0,71.0,34.0,'0'
1997.0,1993.0,98.0,103.0,68.0,25.0,'0'
2095.0,1993.0,1826.0,98.0,68.0,34.0,'0'
270.0,2043.0,276.0,1826.0,243.0,44.0,'0'
546.0,2043.0,247.0,276.0,215.0,42.0,'0'
793.0,2043.0,98.0,247.0,70.0,32.0,'0'
891.0,2043.0,102.0,98.0,74.0,38.0,'0'
993.0,2043.0,327.0,102.0,294.0,43.0,'0'
1320.0,2043.0,74.0,327.0,43.0,35.0,'0'
1394.0,2043.0,227.0,74.0,196.0,44.0,'0'
1621.0,2043.0,74.0,227.0,42.0,32.0,'0'
1695.0,2043.0,224.0,74.0,194.0,41.0,'0'
1919.0,2043.0,54.0,224.0,20.0,25.0,'0'
1973.0,2043.0,1706.0,54.0,140.0,44.0,'0'
268.0,2093.0,278.0,1706.0,244.0,46.0,'0'
546.0,2093.0,121.0,278.0,93.0,43.0,'0'
667.0,2093.0,153.0,121.0,122.0,34.0,'0'
820.0,2093.0,74.0,153.0,44.0,35.0,'0'
894.0,2093.0,75.0,74.0,44.0,33.0,'0'
969.0,2093.0,97.0,75.0,69.0,35.0,'0'
1066.0,2093.0,203.0,97.0,143.0,33.0,'0'
1269.0,2093.0,150.0,203.0,120.0,35.0,'0'
1419.0,2093.0,126.0,150.0,91.0,40.0,'0'
1545.0,2093.0,125.0,126.0,93.0,35.0,'0'
1670.0,2093.0,248.0,125.0,220.0,36.0,'0'
1918.0,2093.0,78.0,248.0,42.0,41.0,'0'
1996.0,2093.0,151.0,78.0,116.0,34.0,'0'
2147.0,2093.0,1880.0,151.0,67.0,34.0,'0'
268.0,2145.0,301.0,1880.0,269.0,44.0,'0'
569.0,2145.0,76.0,301.0,46.0,35.0,'0'
645.0,2145.0,99.0,76.0,68.0,34.0,'0'
744.0,2145.0,225.0,99.0,193.0,43.0,'0'
969.0,2145.0,100.0,225.0,69.0,34.0,'0'
1069.0,2145.0,100.0,100.0,70.0,35.0,'0'
1169.0,2145.0,127.0,100.0,94.0,34.0,'0'
1296.0,2145.0,201.0,127.0,167.0,34.0,'0'
1497.0,2145.0,344.0,201.0,187.0,42.0,'0'
1168.0,2245.0,152.0,344.0,122.0,35.0,'0'
1320.0,2245.0,389.0,152.0,68.0,34.0,'0'
944.0,2344.0,100.0,389.0,69.0,34.0,'0'
1044.0,2344.0,100.0,100.0,70.0,34.0,'0'
1144.0,2344.0,127.0,100.0,93.0,34.0,'0'
1271.0,2344.0,174.0,127.0,144.0,42.0,'0'
1445.0,2344.0,160.0,174.0,193.0,44.0,'0'
1344.0,2467.0,204.0,160.0,172.0,42.0,'1'
1548.0,2467.0,907.0,204.0,111.0,46.0,'1'
645.0,2544.0,577.0,907.0,195.0,42.0,'1'
1222.0,2544.0,473.0,577.0,67.0,33.0,'1'
1695.0,2544.0,1013.0,473.0,91.0,34.0,'1'
694.0,2694.0,525.0,1013.0,38.0,35.0,'1'
1219.0,2694.0,474.0,525.0,119.0,41.0,'1'
1693.0,2694.0,1000.0,474.0,146.0,40.0,'1'
695.0,2743.0,477.0,1000.0,43.0,34.0,'1'
1172.0,2743.0,498.0,477.0,167.0,41.0,'1'
1670.0,2743.0,977.0,498.0,168.0,41.0,'1'
695.0,2794.0,496.0,977.0,45.0,33.0,'1'
1191.0,2794.0,501.0,496.0,147.0,41.0,'1'
1692.0,2794.0,999.0,501.0,145.0,40.0,'1'
695.0,2843.0,524.0,999.0,20.0,32.0,'1'
1219.0,2843.0,477.0,524.0,121.0,42.0,'1'
1696.0,2843.0,1005.0,477.0,143.0,41.0,'1'
693.0,2894.0,501.0,1005.0,47.0,41.0,'1'
1194.0,2894.0,501.0,501.0,145.0,42.0,'1'
1695.0,2894.0,1001.0,501.0,144.0,41.0,'1'
696.0,2945.0,500.0,1001.0,42.0,34.0,'1'
1196.0,2945.0,501.0,500.0,144.0,42.0,'1'
1697.0,2945.0,1003.0,501.0,143.0,41.0,'1'
696.0,2995.0,497.0,1003.0,39.0,35.0,'1'
1193.0,2995.0,478.0,497.0,145.0,41.0,'1'
1671.0,2995.0,462.0,478.0,168.0,41.0,'1'
1221.0,3097.0,0.0,462.0,69.0,35.0,'0'
1114.0,188.0,826.0,0.0,48.0,32.0,'0'
358.0,520.0,157.0,826.0,127.0,34.0,'0'
515.0,520.0,152.0,157.0,93.0,34.0,'0'
667.0,520.0,235.0,152.0,204.0,42.0,'0'
902.0,520.0,414.0,235.0,384.0,33.0,'0'
1316.0,520.0,77.0,414.0,50.0,32.0,'0'
1393.0,520.0,108.0,77.0,79.0,31.0,'0'
1501.0,520.0,130.0,108.0,99.0,34.0,'0'
1631.0,520.0,447.0,130.0,254.0,34.0,'0'
1213.0,677.0,521.0,447.0,78.0,31.0,'1'
1734.0,677.0,1513.0,521.0,78.0,30.0,'1'
229.0,827.0,207.0,1513.0,178.0,34.0,'1'
436.0,827.0,232.0,207.0,203.0,40.0,'1'
668.0,827.0,204.0,232.0,171.0,43.0,'1'
872.0,827.0,340.0,204.0,29.0,23.0,'1'
1212.0,827.0,522.0,340.0,128.0,36.0,'1'
1734.0,827.0,1510.0,522.0,125.0,37.0,'1'
228.0,931.0,157.0,1510.0,126.0,33.0,'1'
385.0,931.0,231.0,157.0,195.0,38.0,'1'
616.0,931.0,492.0,231.0,50.0,23.0,'1'
1108.0,931.0,131.0,492.0,99.0,34.0,'1'
1239.0,931.0,51.0,131.0,22.0,22.0,'1'
1290.0,931.0,341.0,51.0,100.0,34.0,'1'
1631.0,931.0,129.0,341.0,98.0,34.0,'1'
1760.0,931.0,52.0,129.0,22.0,21.0,'1'
1812.0,931.0,1588.0,52.0,98.0,34.0,'1'
228.0,1032.0,129.0,1588.0,100.0,32.0,'1'
357.0,1032.0,207.0,129.0,179.0,34.0,'1'
564.0,1032.0,205.0,207.0,172.0,40.0,'1'
769.0,1032.0,442.0,205.0,27.0,22.0,'1'
1211.0,1032.0,525.0,442.0,127.0,37.0,'1'
1736.0,1032.0,1514.0,525.0,123.0,34.0,'1'
226.0,1136.0,185.0,1514.0,155.0,32.0,'1'
411.0,1136.0,125.0,185.0,98.0,33.0,'1'
536.0,1136.0,206.0,125.0,173.0,39.0,'1'
742.0,1136.0,471.0,206.0,28.0,22.0,'1'
1213.0,1136.0,521.0,471.0,123.0,34.0,'1'
1734.0,1136.0,1511.0,521.0,124.0,34.0,'1'
227.0,1239.0,130.0,1511.0,101.0,34.0,'1'
357.0,1239.0,205.0,130.0,178.0,33.0,'1'
562.0,1239.0,104.0,205.0,69.0,39.0,'1'
666.0,1239.0,545.0,104.0,52.0,24.0,'1'
1211.0,1239.0,520.0,545.0,127.0,34.0,'1'
1731.0,1239.0,1507.0,520.0,99.0,35.0,'1'
228.0,1341.0,130.0,1507.0,100.0,33.0,'1'
358.0,1341.0,205.0,130.0,178.0,34.0,'1'
563.0,1341.0,622.0,205.0,126.0,32.0,'1'
1185.0,1341.0,53.0,622.0,22.0,33.0,'1'
1238.0,1341.0,51.0,53.0,22.0,22.0,'1'
1289.0,1341.0,390.0,51.0,22.0,33.0,'1'
1679.0,1341.0,78.0,390.0,48.0,33.0,'1'
1757.0,1341.0,52.0,78.0,23.0,22.0,'1'
1809.0,1341.0,1589.0,52.0,48.0,33.0,'1'
224.0,1443.0,238.0,1589.0,208.0,40.0,'1'
462.0,1443.0,148.0,238.0,122.0,33.0,'1'
610.0,1443.0,208.0,148.0,174.0,39.0,'1'
818.0,1443.0,342.0,208.0,53.0,41.0,'1'
1160.0,1443.0,520.0,342.0,126.0,35.0,'1'
1680.0,1443.0,1459.0,520.0,123.0,36.0,'1'
225.0,1543.0,464.0,1459.0,430.0,46.0,'1'
689.0,1543.0,469.0,464.0,51.0,41.0,'1'
1158.0,1543.0,519.0,469.0,127.0,35.0,'1'
1677.0,1543.0,1457.0,519.0,125.0,37.0,'1'
224.0,1647.0,362.0,1457.0,330.0,45.0,'1'
586.0,1647.0,573.0,362.0,51.0,41.0,'1'
1159.0,1647.0,519.0,573.0,126.0,35.0,'1'
1678.0,1647.0,1455.0,519.0,125.0,36.0,'1'
226.0,1732.0,957.0,1455.0,455.0,46.0,'1'
1183.0,1732.0,621.0,957.0,124.0,49.0,'1'
1804.0,1732.0,1091.0,621.0,25.0,33.0,'1'
714.0,1753.0,963.0,1091.0,51.0,42.0,'1'
1677.0,1753.0,1456.0,963.0,126.0,36.0,'1'
224.0,1835.0,986.0,1456.0,457.0,46.0,'1'
1210.0,1835.0,597.0,986.0,126.0,51.0,'1'
1807.0,1835.0,1094.0,597.0,23.0,33.0,'1'
714.0,1857.0,990.0,1094.0,51.0,41.0,'1'
1704.0,1857.0,1483.0,990.0,100.0,35.0,'1'
225.0,1956.0,155.0,1483.0,128.0,35.0,'1'
380.0,1956.0,410.0,155.0,378.0,45.0,'1'
790.0,1956.0,394.0,410.0,54.0,42.0,'1'
1184.0,1956.0,494.0,394.0,101.0,36.0,'1'
1678.0,1956.0,1459.0,494.0,125.0,35.0,'1'
222.0,2049.0,210.0,1459.0,183.0,34.0,'1'
432.0,2049.0,436.0,210.0,403.0,45.0,'1'
868.0,2049.0,342.0,436.0,49.0,44.0,'1'
1210.0,2049.0,520.0,342.0,179.0,48.0,'1'
1730.0,2049.0,1392.0,520.0,152.0,50.0,'1'
354.0,2254.0,28.0,1392.0,25.0,23.0,'0'
382.0,2254.0,230.0,28.0,201.0,33.0,'0'
612.0,2254.0,234.0,230.0,204.0,41.0,'0'
846.0,2254.0,340.0,234.0,308.0,36.0,'0'
1184.0,2281.0,833.0,340.0,199.0,33.0,'0'
353.0,2324.0,40.0,833.0,24.0,33.0,'0'
383.0,2349.0,229.0,40.0,201.0,34.0,'0'
612.0,2349.0,232.0,229.0,204.0,42.0,'0'
844.0,2349.0,313.0,232.0,284.0,35.0,'0'
1157.0,2349.0,157.0,313.0,127.0,41.0,'0'
1314.0,2349.0,962.0,157.0,226.0,34.0,'0'
354.0,2410.0,27.0,962.0,23.0,23.0,'0'
381.0,2410.0,233.0,27.0,201.0,33.0,'0'
614.0,2410.0,259.0,233.0,228.0,35.0,'0'
873.0,2410.0,156.0,259.0,126.0,35.0,'0'
1029.0,2410.0,285.0,156.0,256.0,41.0,'0'
1314.0,2410.0,107.0,285.0,74.0,33.0,'0'
1421.0,2410.0,207.0,107.0,177.0,34.0,'0'
1628.0,2410.0,1276.0,207.0,198.0,40.0,'0'
354.0,2478.0,37.0,1276.0,24.0,32.0,'0'
382.0,2502.0,228.0,37.0,199.0,34.0,'0'
610.0,2502.0,76.0,228.0,48.0,34.0,'0'
686.0,2502.0,83.0,76.0,51.0,41.0,'0'
769.0,2502.0,260.0,83.0,229.0,35.0,'0'
1029.0,2502.0,154.0,260.0,126.0,33.0,'0'
1183.0,2502.0,209.0,154.0,179.0,34.0,'0'
1392.0,2502.0,106.0,209.0,76.0,33.0,'0'
1498.0,2502.0,311.0,106.0,282.0,36.0,'0'
1809.0,2502.0,1458.0,311.0,146.0,41.0,'0'
353.0,2563.0,26.0,1458.0,25.0,24.0,'0'
379.0,2563.0,231.0,26.0,128.0,34.0,'0'
610.0,2563.0,207.0,231.0,179.0,33.0,'0'
817.0,2563.0,209.0,207.0,180.0,33.0,'0'
1026.0,2563.0,493.0,209.0,252.0,35.0,'0'
534.0,2589.0,0.0,493.0,51.0,24.0,'0'
1095.0,188.0,102.0,0.0,80.0,21.0,'0'
1197.0,188.0,97.0,102.0,58.0,21.0,'0'
1294.0,188.0,119.0,97.0,98.0,20.0,'0'
1413.0,188.0,48.0,119.0,27.0,20.0,'0'
1461.0,188.0,238.0,48.0,213.0,25.0,'0'
1699.0,188.0,150.0,238.0,126.0,24.0,'0'
1849.0,188.0,48.0,150.0,28.0,19.0,'0'
1897.0,188.0,33.0,48.0,12.0,13.0,'0'
1930.0,188.0,67.0,33.0,47.0,19.0,'0'
1997.0,188.0,1450.0,67.0,129.0,25.0,'0'
549.0,254.0,284.0,1450.0,174.0,22.0,'1'
833.0,254.0,56.0,284.0,25.0,22.0,'1'
889.0,254.0,141.0,56.0,33.0,22.0,'1'
1030.0,254.0,56.0,141.0,24.0,22.0,'1'
1086.0,254.0,139.0,56.0,37.0,21.0,'1'
1225.0,254.0,63.0,139.0,30.0,23.0,'1'
1288.0,254.0,121.0,63.0,35.0,21.0,'1'
1409.0,254.0,77.0,121.0,49.0,24.0,'1'
1486.0,254.0,122.0,77.0,33.0,21.0,'1'
1608.0,254.0,78.0,122.0,46.0,22.0,'1'
1686.0,254.0,105.0,78.0,37.0,22.0,'1'
1791.0,254.0,97.0,105.0,69.0,23.0,'1'
1888.0,254.0,100.0,97.0,34.0,22.0,'1'
1988.0,254.0,99.0,100.0,67.0,22.0,'1'
2087.0,254.0,83.0,99.0,34.0,21.0,'1'
2170.0,254.0,118.0,83.0,87.0,21.0,'1'
2288.0,254.0,80.0,118.0,37.0,21.0,'1'
2368.0,254.0,119.0,80.0,90.0,23.0,'1'
2487.0,254.0,65.0,119.0,35.0,21.0,'1'
2552.0,254.0,133.0,65.0,103.0,22.0,'1'
2685.0,254.0,59.0,133.0,34.0,20.0,'1'
2744.0,254.0,2417.0,59.0,112.0,23.0,'1'
328.0,320.0,220.0,2417.0,93.0,23.0,'1'
548.0,320.0,199.0,220.0,174.0,23.0,'1'
747.0,320.0,199.0,199.0,175.0,23.0,'1'
946.0,320.0,203.0,199.0,176.0,24.0,'1'
1149.0,320.0,199.0,203.0,174.0,23.0,'1'
1348.0,320.0,202.0,199.0,174.0,22.0,'1'
1550.0,320.0,198.0,202.0,173.0,23.0,'1'
1748.0,320.0,201.0,198.0,172.0,24.0,'1'
1949.0,320.0,198.0,201.0,173.0,23.0,'1'
2147.0,320.0,205.0,198.0,175.0,23.0,'1'
2352.0,320.0,202.0,205.0,171.0,24.0,'1'
2554.0,320.0,190.0,202.0,167.0,23.0,'1'
2744.0,320.0,2417.0,190.0,176.0,23.0,'1'
328.0,353.0,221.0,2417.0,92.0,21.0,'1'
549.0,353.0,200.0,221.0,174.0,23.0,'1'
749.0,353.0,199.0,200.0,174.0,23.0,'1'
948.0,353.0,198.0,199.0,175.0,24.0,'1'
1146.0,353.0,201.0,198.0,176.0,23.0,'1'
1347.0,353.0,200.0,201.0,173.0,23.0,'1'
1547.0,353.0,202.0,200.0,175.0,24.0,'1'
1749.0,353.0,201.0,202.0,174.0,23.0,'1'
1950.0,353.0,197.0,201.0,173.0,23.0,'1'
2147.0,353.0,203.0,197.0,176.0,22.0,'1'
2350.0,353.0,204.0,203.0,173.0,22.0,'1'
2554.0,353.0,191.0,204.0,169.0,23.0,'1'
2745.0,353.0,2417.0,191.0,177.0,23.0,'1'
329.0,386.0,219.0,2417.0,91.0,22.0,'1'
548.0,386.0,201.0,219.0,175.0,23.0,'1'
749.0,386.0,198.0,201.0,174.0,23.0,'1'
947.0,386.0,200.0,198.0,175.0,24.0,'1'
1147.0,386.0,199.0,200.0,176.0,23.0,'1'
1346.0,386.0,204.0,199.0,174.0,23.0,'1'
1550.0,386.0,199.0,204.0,171.0,23.0,'1'
1749.0,386.0,201.0,199.0,173.0,22.0,'1'
1950.0,386.0,199.0,201.0,174.0,22.0,'1'
2149.0,386.0,204.0,199.0,176.0,22.0,'1'
2353.0,386.0,201.0,204.0,170.0,22.0,'1'
2554.0,386.0,191.0,201.0,169.0,23.0,'1'
2745.0,386.0,2417.0,191.0,177.0,23.0,'1'
329.0,419.0,221.0,2417.0,91.0,22.0,'1'
550.0,419.0,198.0,221.0,173.0,23.0,'1'
748.0,419.0,198.0,198.0,174.0,23.0,'1'
946.0,419.0,202.0,198.0,176.0,24.0,'1'
1148.0,419.0,200.0,202.0,175.0,24.0,'1'
1348.0,419.0,199.0,200.0,174.0,24.0,'1'
1547.0,419.0,204.0,199.0,177.0,24.0,'1'
1751.0,419.0,199.0,204.0,172.0,23.0,'1'
1950.0,419.0,199.0,199.0,173.0,22.0,'1'
2149.0,419.0,202.0,199.0,176.0,22.0,'1'
2351.0,419.0,203.0,202.0,173.0,23.0,'1'
2554.0,419.0,192.0,203.0,170.0,23.0,'1'
2746.0,419.0,2418.0,192.0,177.0,23.0,'1'
329.0,451.0,223.0,2418.0,91.0,22.0,'1'
552.0,451.0,197.0,223.0,172.0,24.0,'1'
749.0,451.0,201.0,197.0,175.0,23.0,'1'
950.0,451.0,198.0,201.0,173.0,24.0,'1'
1148.0,451.0,198.0,198.0,175.0,23.0,'1'
1346.0,451.0,203.0,198.0,175.0,24.0,'1'
1549.0,451.0,200.0,203.0,173.0,23.0,'1'
1749.0,451.0,200.0,200.0,173.0,23.0,'1'
1949.0,451.0,201.0,200.0,175.0,24.0,'1'
2150.0,451.0,201.0,201.0,174.0,22.0,'1'
2351.0,451.0,204.0,201.0,174.0,23.0,'1'
2555.0,451.0,192.0,204.0,170.0,23.0,'1'
2747.0,451.0,2420.0,192.0,177.0,23.0,'1'
328.0,485.0,219.0,2420.0,93.0,23.0,'1'
547.0,485.0,200.0,219.0,176.0,23.0,'1'
747.0,485.0,200.0,200.0,176.0,23.0,'1'
947.0,485.0,199.0,200.0,176.0,24.0,'1'
1146.0,485.0,201.0,199.0,177.0,24.0,'1'
1347.0,485.0,201.0,201.0,174.0,24.0,'1'
1548.0,485.0,202.0,201.0,176.0,24.0,'1'
1750.0,485.0,200.0,202.0,173.0,23.0,'1'
1950.0,485.0,200.0,200.0,175.0,22.0,'1'
2150.0,485.0,204.0,200.0,175.0,23.0,'1'
2354.0,485.0,201.0,204.0,171.0,23.0,'1'
2555.0,485.0,193.0,201.0,169.0,23.0,'1'
2748.0,485.0,2420.0,193.0,177.0,23.0,'1'
329.0,518.0,220.0,2420.0,92.0,23.0,'1'
549.0,518.0,199.0,220.0,174.0,24.0,'1'
748.0,518.0,198.0,199.0,175.0,23.0,'1'
946.0,518.0,201.0,198.0,178.0,24.0,'1'
1147.0,518.0,202.0,201.0,176.0,23.0,'1'
1349.0,518.0,200.0,202.0,174.0,23.0,'1'
1549.0,518.0,202.0,200.0,176.0,24.0,'1'
1751.0,518.0,199.0,202.0,172.0,23.0,'1'
1950.0,518.0,198.0,199.0,174.0,23.0,'1'
2148.0,518.0,204.0,198.0,177.0,22.0,'1'
2352.0,518.0,204.0,204.0,173.0,22.0,'1'
2556.0,518.0,192.0,204.0,170.0,22.0,'1'
2748.0,518.0,2419.0,192.0,178.0,23.0,'1'
330.0,551.0,221.0,2419.0,92.0,23.0,'1'
551.0,551.0,199.0,221.0,173.0,24.0,'1'
750.0,551.0,198.0,199.0,175.0,23.0,'1'
948.0,551.0,200.0,198.0,176.0,23.0,'1'
1148.0,551.0,200.0,200.0,175.0,24.0,'1'
1348.0,551.0,199.0,200.0,174.0,24.0,'1'
1547.0,551.0,204.0,199.0,177.0,23.0,'1'
1751.0,551.0,200.0,204.0,172.0,23.0,'1'
1951.0,551.0,199.0,200.0,174.0,23.0,'1'
2150.0,551.0,202.0,199.0,176.0,23.0,'1'
2352.0,551.0,202.0,202.0,173.0,23.0,'1'
2554.0,551.0,194.0,202.0,171.0,23.0,'1'
2748.0,551.0,2420.0,194.0,179.0,23.0,'1'
329.0,585.0,221.0,2420.0,93.0,23.0,'1'
550.0,585.0,199.0,221.0,174.0,24.0,'1'
749.0,585.0,199.0,199.0,175.0,23.0,'1'
948.0,585.0,200.0,199.0,176.0,24.0,'1'
1148.0,585.0,201.0,200.0,176.0,24.0,'1'
1349.0,585.0,200.0,201.0,175.0,25.0,'1'
1549.0,585.0,202.0,200.0,176.0,24.0,'1'
1751.0,585.0,199.0,202.0,172.0,23.0,'1'
1950.0,585.0,200.0,199.0,175.0,23.0,'1'
2150.0,585.0,202.0,200.0,176.0,23.0,'1'
2352.0,585.0,203.0,202.0,173.0,23.0,'1'
2555.0,585.0,194.0,203.0,171.0,24.0,'1'
2749.0,585.0,2424.0,194.0,178.0,24.0,'1'
326.0,618.0,225.0,2424.0,95.0,23.0,'1'
551.0,618.0,200.0,225.0,174.0,23.0,'1'
751.0,618.0,196.0,200.0,173.0,23.0,'1'
947.0,618.0,204.0,196.0,177.0,24.0,'1'
1151.0,618.0,198.0,204.0,174.0,24.0,'1'
1349.0,618.0,201.0,198.0,176.0,24.0,'1'
1550.0,618.0,202.0,201.0,176.0,23.0,'1'
1752.0,618.0,198.0,202.0,170.0,22.0,'1'
1950.0,618.0,200.0,198.0,174.0,23.0,'1'
2150.0,618.0,201.0,200.0,176.0,23.0,'1'
2351.0,618.0,203.0,201.0,175.0,22.0,'1'
2554.0,618.0,197.0,203.0,174.0,23.0,'1'
2751.0,618.0,2427.0,197.0,178.0,23.0,'1'
325.0,652.0,225.0,2427.0,96.0,23.0,'1'
550.0,652.0,200.0,225.0,174.0,24.0,'1'
750.0,652.0,199.0,200.0,175.0,24.0,'1'
949.0,652.0,197.0,199.0,174.0,24.0,'1'
1146.0,652.0,201.0,197.0,176.0,23.0,'1'
1347.0,652.0,200.0,201.0,176.0,24.0,'1'
1547.0,652.0,201.0,200.0,176.0,23.0,'1'
1748.0,652.0,201.0,201.0,175.0,23.0,'1'
1949.0,652.0,200.0,201.0,175.0,23.0,'1'
2149.0,652.0,203.0,200.0,178.0,24.0,'1'
2352.0,652.0,201.0,203.0,172.0,23.0,'1'
2553.0,652.0,196.0,201.0,171.0,23.0,'1'
2749.0,652.0,2422.0,196.0,177.0,23.0,'1'
328.0,684.0,222.0,2422.0,93.0,24.0,'1'
550.0,684.0,198.0,222.0,174.0,25.0,'1'
748.0,684.0,200.0,198.0,175.0,23.0,'1'
948.0,684.0,199.0,200.0,175.0,25.0,'1'
1147.0,684.0,201.0,199.0,177.0,23.0,'1'
1348.0,684.0,201.0,201.0,176.0,24.0,'1'
1549.0,684.0,200.0,201.0,175.0,24.0,'1'
1749.0,684.0,201.0,200.0,173.0,23.0,'1'
1950.0,684.0,200.0,201.0,174.0,23.0,'1'
2150.0,684.0,204.0,200.0,173.0,23.0,'1'
2354.0,684.0,199.0,204.0,168.0,23.0,'1'
2553.0,684.0,198.0,199.0,170.0,23.0,'1'
2751.0,684.0,2424.0,198.0,175.0,22.0,'1'
328.0,718.0,222.0,2424.0,113.0,24.0,'1'
550.0,718.0,199.0,222.0,175.0,25.0,'1'
749.0,718.0,200.0,199.0,175.0,24.0,'1'
949.0,718.0,197.0,200.0,173.0,25.0,'1'
1146.0,718.0,201.0,197.0,176.0,24.0,'1'
1347.0,718.0,201.0,201.0,177.0,24.0,'1'
1548.0,718.0,201.0,201.0,176.0,24.0,'1'
1749.0,718.0,200.0,201.0,173.0,23.0,'1'
1949.0,718.0,200.0,200.0,175.0,24.0,'1'
2149.0,718.0,202.0,200.0,178.0,25.0,'1'
2351.0,718.0,201.0,202.0,174.0,23.0,'1'
2552.0,718.0,198.0,201.0,174.0,24.0,'1'
2750.0,718.0,2402.0,198.0,179.0,24.0,'1'
349.0,752.0,205.0,2402.0,73.0,24.0,'1'
554.0,752.0,199.0,205.0,169.0,24.0,'1'
753.0,752.0,199.0,199.0,170.0,25.0,'1'
952.0,752.0,198.0,199.0,170.0,25.0,'1'
1150.0,752.0,199.0,198.0,171.0,24.0,'1'
1349.0,752.0,200.0,199.0,172.0,24.0,'1'
1549.0,752.0,201.0,200.0,175.0,25.0,'1'
1750.0,752.0,201.0,201.0,172.0,24.0,'1'
1951.0,752.0,200.0,201.0,173.0,23.0,'1'
2151.0,752.0,201.0,200.0,175.0,24.0,'1'
2352.0,752.0,200.0,201.0,172.0,23.0,'1'
2552.0,752.0,196.0,200.0,170.0,23.0,'1'
2748.0,752.0,2399.0,196.0,178.0,23.0,'1'
350.0,786.0,200.0,2399.0,72.0,24.0,'1'
550.0,786.0,198.0,200.0,174.0,25.0,'1'
748.0,786.0,201.0,198.0,177.0,25.0,'1'
949.0,786.0,199.0,201.0,176.0,24.0,'1'
1148.0,786.0,201.0,199.0,177.0,24.0,'1'
1349.0,786.0,199.0,201.0,175.0,24.0,'1'
1548.0,786.0,202.0,199.0,177.0,24.0,'1'
1750.0,786.0,199.0,202.0,172.0,24.0,'1'
1949.0,786.0,200.0,199.0,175.0,25.0,'1'
2149.0,786.0,202.0,200.0,177.0,24.0,'1'
2351.0,786.0,201.0,202.0,175.0,23.0,'1'
2552.0,786.0,197.0,201.0,174.0,24.0,'1'
2749.0,786.0,2400.0,197.0,178.0,24.0,'1'
350.0,820.0,201.0,2400.0,72.0,24.0,'1'
551.0,820.0,199.0,201.0,174.0,25.0,'1'
750.0,820.0,200.0,199.0,175.0,24.0,'1'
950.0,820.0,198.0,200.0,174.0,25.0,'1'
1148.0,820.0,200.0,198.0,175.0,24.0,'1'
1348.0,820.0,200.0,200.0,175.0,24.0,'1'
1548.0,820.0,202.0,200.0,177.0,24.0,'1'
1750.0,820.0,200.0,202.0,172.0,24.0,'1'
1950.0,820.0,196.0,200.0,174.0,24.0,'1'
2146.0,820.0,206.0,196.0,182.0,25.0,'1'
2352.0,820.0,201.0,206.0,174.0,24.0,'1'
2553.0,820.0,197.0,201.0,174.0,24.0,'1'
