"x","y","x+1 dist","x-1 dist","y+1 dist","y-1 dist","width","height","table","confidence(1)","confidence(0)","prediction(table)"
416.0,1721.0,199.0,216.0,973.0,58.0,74.0,40.0,"0",0.618221159518558,0.38177884048144195,"1"
615.0,1721.0,201.0,199.0,973.0,58.0,73.0,42.0,"0",0.6471595291827523,0.3528404708172476,"1"
816.0,1721.0,355.0,201.0,973.0,58.0,71.0,40.0,"0",0.695088939189697,0.30491106081030295,"1"
1171.0,1721.0,75.0,355.0,973.0,58.0,66.0,35.0,"0",0.30989921055596775,0.6901007894440322,"0"
1246.0,1721.0,130.0,75.0,973.0,58.0,120.0,49.0,"0",0.05364500706698279,0.9463549929330173,"0"
1376.0,1721.0,84.0,130.0,973.0,58.0,75.0,34.0,"0",0.17035093526114534,0.8296490647388547,"0"
1460.0,1721.0,160.0,84.0,973.0,58.0,150.0,49.0,"0",0.09846800533153231,0.9015319946684677,"0"
1620.0,1721.0,92.0,160.0,973.0,58.0,73.0,34.0,"0",0.30437441147954486,0.6956255885204553,"0"
1712.0,1721.0,189.0,92.0,973.0,58.0,179.0,36.0,"0",0.15743909961309493,0.8425609003869051,"0"
1901.0,1721.0,733.0,189.0,973.0,58.0,135.0,36.0,"0",0.7822619583109172,0.21773804168908287,"1"
1171.0,1779.0,196.0,733.0,973.0,973.0,186.0,47.0,"0",0.37585093066572167,0.6241490693342784,"0"
1367.0,1779.0,89.0,196.0,956.0,973.0,78.0,35.0,"0",0.2551186531074196,0.7448813468925803,"0"
1456.0,1779.0,165.0,89.0,956.0,973.0,155.0,48.0,"0",0.107292273280733,0.892707726719267,"0"
1621.0,1779.0,80.0,165.0,956.0,973.0,70.0,34.0,"0",0.24647545749527494,0.753524542504725,"0"
1701.0,1779.0,86.0,80.0,956.0,973.0,76.0,42.0,"0",0.11419612973831775,0.8858038702616822,"0"
1787.0,1779.0,60.0,86.0,956.0,973.0,49.0,34.0,"0",0.14389125784517498,0.8561087421548251,"0"
1847.0,1779.0,1631.0,60.0,956.0,973.0,88.0,35.0,"0",0.6016273282473725,0.3983726717526274,"1"
217.0,1836.0,224.0,1631.0,956.0,956.0,73.0,40.0,"0",0.8409721273917082,0.15902787260829176,"1"
441.0,1836.0,199.0,224.0,955.0,956.0,50.0,34.0,"0",0.5816179226616671,0.41838207733833294,"1"
640.0,1836.0,201.0,199.0,955.0,956.0,49.0,35.0,"0",0.6020560472225128,0.3979439527774872,"1"
841.0,1836.0,331.0,201.0,955.0,956.0,48.0,34.0,"0",0.6536743624937532,0.3463256375062468,"1"
1171.0,1859.0,91.0,331.0,955.0,955.0,81.0,36.0,"0",0.2521376413342192,0.7478623586657809,"0"
1262.0,1859.0,1047.0,91.0,956.0,955.0,153.0,47.0,"0",0.40429473725290266,0.5957052627470973,"0"
216.0,1888.0,201.0,1047.0,956.0,956.0,73.0,40.0,"0",0.7436870005032246,0.25631299949677544,"1"
417.0,1888.0,223.0,201.0,41.0,956.0,73.0,40.0,"0",0.8038987105724011,0.19610128942759872,"1"
640.0,1888.0,201.0,223.0,41.0,956.0,47.0,35.0,"0",0.8341584586169651,0.16584154138303475,"1"
841.0,1888.0,628.0,201.0,41.0,956.0,47.0,35.0,"0",0.8498427235235569,0.150157276476443,"1"
215.0,1928.0,201.0,628.0,41.0,41.0,74.0,40.0,"0",0.8867458866479572,0.11325411335204282,"1"
416.0,1928.0,198.0,201.0,57.0,41.0,73.0,40.0,"0",0.8773364782625505,0.12266352173744946,"1"
614.0,1928.0,201.0,198.0,57.0,41.0,74.0,41.0,"0",0.8754645990687969,0.12453540093120319,"1"
815.0,1928.0,405.0,201.0,57.0,41.0,74.0,40.0,"0",0.8772897740623421,0.12271022593765801,"1"
1220.0,1928.0,174.0,405.0,57.0,41.0,164.0,36.0,"0",0.38394985100565165,0.6160501489943483,"0"
1394.0,1928.0,132.0,174.0,57.0,41.0,122.0,48.0,"0",0.1650969441241143,0.8349030558758856,"0"
1526.0,1928.0,214.0,132.0,57.0,41.0,204.0,48.0,"0",0.10143451402104948,0.8985654859789505,"0"
1740.0,1928.0,148.0,214.0,57.0,41.0,138.0,34.0,"0",0.31875681216313373,0.6812431878368663,"0"
1888.0,1928.0,88.0,148.0,57.0,41.0,79.0,36.0,"0",0.23144740791484264,0.7685525920851574,"0"
1976.0,1928.0,32.0,88.0,57.0,41.0,22.0,34.0,"0",0.18139817629186314,0.8186018237081368,"0"
2008.0,1928.0,90.0,32.0,57.0,41.0,79.0,35.0,"0",0.09105255764471477,0.9089474423552852,"0"
2098.0,1928.0,46.0,90.0,57.0,41.0,37.0,23.0,"0",0.2637223640149169,0.7362776359850831,"0"
2144.0,1928.0,1929.0,46.0,57.0,41.0,45.0,35.0,"0",0.08848000932952056,0.9115199906704795,"0"
216.0,1984.0,200.0,1929.0,57.0,57.0,71.0,35.0,"0",0.878507407413115,0.12149259258688512,"1"
416.0,1984.0,199.0,200.0,957.0,57.0,74.0,34.0,"0",0.6553347915543193,0.3446652084456808,"1"
615.0,1984.0,200.0,199.0,957.0,57.0,73.0,35.0,"0",0.6930491399844028,0.30695086001559735,"1"
815.0,1984.0,356.0,200.0,957.0,57.0,74.0,35.0,"0",0.7151667225643064,0.28483327743569353,"1"
1171.0,1984.0,79.0,356.0,957.0,57.0,70.0,35.0,"0",0.3187356109099261,0.6812643890900738,"0"
1250.0,1984.0,79.0,79.0,957.0,57.0,69.0,36.0,"0",0.0821476743480736,0.9178523256519264,"0"
1329.0,1984.0,65.0,79.0,957.0,57.0,55.0,35.0,"0",0.10872369620204624,0.8912763037979539,"0"
1394.0,1984.0,105.0,65.0,957.0,57.0,95.0,36.0,"0",0.10671741005332613,0.8932825899466738,"0"
1499.0,1984.0,89.0,105.0,957.0,57.0,80.0,36.0,"0",0.15034794998005607,0.8496520500199439,"0"
1588.0,1984.0,167.0,89.0,957.0,57.0,156.0,48.0,"0",0.12605789309448026,0.8739421069055197,"0"
1755.0,1984.0,102.0,167.0,957.0,57.0,92.0,44.0,"0",0.16694492507246095,0.833055074927539,"0"
1857.0,1984.0,116.0,102.0,957.0,57.0,107.0,48.0,"0",0.13000239498620592,0.8699976050137942,"0"
1973.0,1984.0,78.0,116.0,957.0,57.0,67.0,44.0,"0",0.14010912690320665,0.8598908730967934,"0"
2051.0,1984.0,66.0,78.0,957.0,57.0,55.0,36.0,"0",0.13461784533686022,0.8653821546631398,"0"
2117.0,1984.0,948.0,66.0,957.0,57.0,21.0,34.0,"0",0.420681680253166,0.579318319746834,"0"
1171.0,2040.0,106.0,948.0,957.0,957.0,96.0,36.0,"0",0.4049855938650524,0.5950144061349476,"0"
1277.0,2040.0,46.0,106.0,923.0,957.0,37.0,24.0,"0",0.21042184405428555,0.7895781559457146,"0"
1323.0,2040.0,86.0,46.0,923.0,957.0,75.0,35.0,"0",0.0953739146221313,0.9046260853778686,"0"
1409.0,2040.0,65.0,86.0,923.0,957.0,54.0,35.0,"0",0.15626913935702397,0.8437308606429761,"0"
1474.0,2040.0,86.0,65.0,923.0,957.0,76.0,35.0,"0",0.12913826769869405,0.870861732301306,"0"
1560.0,2040.0,178.0,86.0,923.0,957.0,158.0,48.0,"0",0.14917388203050178,0.8508261179694983,"0"
1738.0,2040.0,30.0,178.0,923.0,957.0,21.0,34.0,"0",0.23795565434649416,0.762044345653506,"0"
1768.0,2040.0,32.0,30.0,923.0,957.0,22.0,34.0,"0",0.09479448007726698,0.905205519922733,"0"
1800.0,2040.0,168.0,32.0,923.0,957.0,157.0,48.0,"0",0.08854091450583633,0.9114590854941637,"0"
1968.0,2040.0,183.0,168.0,923.0,957.0,173.0,35.0,"0",0.2984514199887809,0.7015485800112191,"0"
2151.0,2040.0,1902.0,183.0,923.0,957.0,28.0,33.0,"0",0.45890186196460875,0.5410981380353913,"0"
250.0,2095.0,200.0,1902.0,923.0,923.0,38.0,35.0,"0",0.8728600264595254,0.12713997354047452,"1"
450.0,2095.0,199.0,200.0,57.0,923.0,39.0,35.0,"0",0.8161464030402745,0.18385359695972558,"1"
649.0,2095.0,200.0,199.0,57.0,923.0,38.0,35.0,"0",0.8350074663409227,0.16499253365907726,"1"
849.0,2095.0,321.0,200.0,57.0,923.0,39.0,34.0,"0",0.8618364288363083,0.13816357116369168,"1"
1170.0,2095.0,114.0,321.0,57.0,923.0,104.0,36.0,"0",0.3080633205974737,0.6919366794025263,"0"
1284.0,2095.0,114.0,114.0,57.0,923.0,103.0,43.0,"0",0.171332917729361,0.828667082270639,"0"
1398.0,2095.0,40.0,114.0,57.0,923.0,28.0,23.0,"0",0.2752164507509808,0.7247835492490192,"0"
231.0,2148.0,201.0,1209.0,57.0,57.0,57.0,34.0,"0",0.898424890208572,0.10157510979142804,"1"
432.0,2148.0,199.0,201.0,160.0,57.0,57.0,34.0,"0",0.875018697850067,0.12498130214993308,"1"
631.0,2148.0,200.0,199.0,160.0,57.0,56.0,35.0,"0",0.8760204349293874,0.12397956507061263,"1"
831.0,2148.0,621.0,200.0,160.0,57.0,57.0,36.0,"0",0.8785157209818205,0.12148427901817942,"1"
231.0,2308.0,200.0,621.0,160.0,160.0,57.0,35.0,"0",0.8934297833997987,0.10657021660020136,"1"
431.0,2308.0,198.0,200.0,63.0,160.0,57.0,34.0,"0",0.8739040039280088,0.1260959960719912,"1"
629.0,2308.0,201.0,198.0,63.0,160.0,57.0,34.0,"0",0.8727587543823355,0.12724124561766442,"1"
830.0,2308.0,636.0,201.0,63.0,160.0,57.0,35.0,"0",0.8767185506541747,0.1232814493458254,"1"
197.0,2360.0,201.0,636.0,63.0,63.0,91.0,41.0,"0",0.8608656754141253,0.13913432458587474,"1"
398.0,2360.0,198.0,201.0,54.0,63.0,90.0,41.0,"0",0.8651949003818534,0.13480509961814663,"1"
596.0,2360.0,201.0,198.0,54.0,63.0,90.0,42.0,"0",0.859323155070259,0.14067684492974106,"1"
797.0,2360.0,617.0,201.0,54.0,63.0,91.0,40.0,"0",0.8724661721461932,0.12753382785380685,"1"
183.0,2412.0,200.0,617.0,54.0,54.0,105.0,41.0,"0",0.820386115555578,0.17961388444442195,"1"
383.0,2412.0,213.0,200.0,51.0,54.0,106.0,41.0,"0",0.8598131186794512,0.1401868813205488,"1"
596.0,2412.0,201.0,213.0,51.0,54.0,92.0,42.0,"0",0.8576563088800416,0.14234369111995843,"1"
797.0,2412.0,626.0,201.0,51.0,54.0,89.0,40.0,"0",0.8670275433133247,0.1329724566866753,"1"
173.0,2462.0,41.0,626.0,51.0,51.0,15.0,40.0,"0",0.12489514961089104,0.8751048503891089,"0"
214.0,2462.0,156.0,41.0,53.0,51.0,74.0,40.0,"0",0.323170774681696,0.6768292253183041,"0"
370.0,2462.0,45.0,156.0,53.0,51.0,15.0,41.0,"0",0.25612648447201913,0.7438735155279808,"0"
415.0,2462.0,157.0,45.0,53.0,51.0,72.0,40.0,"0",0.45823116053496843,0.5417688394650316,"0"
572.0,2462.0,41.0,157.0,53.0,51.0,15.0,40.0,"0",0.2539285427361115,0.7460714572638886,"0"
613.0,2462.0,159.0,41.0,53.0,51.0,75.0,41.0,"0",0.4265537232758705,0.5734462767241294,"0"
772.0,2462.0,42.0,159.0,53.0,51.0,15.0,41.0,"0",0.2608012868225655,0.7391987131774345,"0"
814.0,2462.0,645.0,42.0,53.0,51.0,74.0,40.0,"0",0.37671742663564606,0.623282573364354,"0"
172.0,2514.0,26.0,645.0,53.0,53.0,15.0,40.0,"0",0.09489244576156983,0.9051075542384301,"0"
198.0,2514.0,169.0,26.0,52.0,53.0,89.0,41.0,"0",0.17232438865072316,0.8276756113492767,"0"
367.0,2514.0,31.0,169.0,52.0,53.0,15.0,41.0,"0",0.2054774474513553,0.7945225525486448,"0"
398.0,2514.0,173.0,31.0,52.0,53.0,90.0,41.0,"0",0.3243013152533439,0.6756986847466562,"0"
571.0,2514.0,26.0,173.0,52.0,53.0,15.0,41.0,"0",0.21437494486744693,0.7856250551325532,"0"
597.0,2514.0,174.0,26.0,52.0,53.0,89.0,41.0,"0",0.3218211933195364,0.6781788066804636,"0"
771.0,2514.0,27.0,174.0,52.0,53.0,15.0,41.0,"0",0.2234456878832513,0.7765543121167487,"0"
798.0,2514.0,629.0,27.0,52.0,53.0,89.0,40.0,"0",0.26591963533717095,0.734080364662829,"0"
172.0,2566.0,24.0,629.0,52.0,52.0,15.0,40.0,"0",0.0896966870979901,0.9103033129020099,"0"
196.0,2566.0,171.0,24.0,2074.0,52.0,91.0,41.0,"0",0.06976194945529084,0.9302380505447091,"0"
367.0,2566.0,30.0,171.0,2074.0,52.0,15.0,41.0,"0",0.03346507868928312,0.9665349213107169,"0"
397.0,2566.0,174.0,30.0,2074.0,52.0,91.0,41.0,"0",0.1396488851543242,0.8603511148456757,"0"
571.0,2566.0,25.0,174.0,2074.0,52.0,15.0,40.0,"0",0.04404151443038647,0.9559584855696135,"0"
596.0,2566.0,176.0,25.0,2074.0,52.0,91.0,42.0,"0",0.13943726335702517,0.8605627366429749,"0"
772.0,2566.0,24.0,176.0,2074.0,52.0,15.0,41.0,"0",0.052508948250494056,0.9474910517495059,"0"
796.0,2566.0,1480.0,24.0,2074.0,52.0,91.0,40.0,"0",0.8424259898788808,0.1575740101211192,"1"
2173.0,3108.0,0.0,1480.0,2074.0,2074.0,31.0,32.0,"0",2.283413488370834E-4,0.9997716586511629,"0"
124.0,221.0,111.0,0.0,54.0,0.0,99.0,31.0,"0",4.852817492643881E-4,0.9995147182507356,"0"
235.0,221.0,145.0,111.0,54.0,0.0,133.0,32.0,"0",0.0023447560718272216,0.9976552439281727,"0"
380.0,221.0,73.0,145.0,54.0,0.0,62.0,30.0,"0",0.017364623461553274,0.9826353765384468,"0"
453.0,221.0,133.0,73.0,54.0,0.0,121.0,30.0,"0",0.00561162625979152,0.9943883737402085,"0"
586.0,221.0,51.0,133.0,54.0,0.0,39.0,41.0,"0",0.01138489802556947,0.9886151019744306,"0"
637.0,221.0,90.0,51.0,54.0,0.0,77.0,38.0,"0",0.004017403358031016,0.995982596641969,"0"
727.0,221.0,129.0,90.0,54.0,0.0,117.0,30.0,"0",0.007248847002579053,0.9927511529974209,"0"
856.0,221.0,53.0,129.0,54.0,0.0,40.0,19.0,"0",0.05976108364668978,0.9402389163533103,"0"
909.0,221.0,50.0,53.0,54.0,0.0,37.0,19.0,"0",0.042438260378346845,0.9575617396216531,"0"
959.0,221.0,272.0,50.0,54.0,0.0,140.0,31.0,"0",0.04752000407327249,0.9524799959267275,"0"
1231.0,221.0,105.0,272.0,54.0,0.0,92.0,39.0,"0",0.005959706094341528,0.9940402939056585,"0"
1336.0,221.0,129.0,105.0,54.0,0.0,117.0,31.0,"0",0.0028103351493423976,0.9971896648506576,"0"
1465.0,221.0,58.0,129.0,54.0,0.0,46.0,31.0,"0",0.017686294108418203,0.9823137058915817,"0"
1523.0,221.0,249.0,58.0,54.0,0.0,236.0,31.0,"0",1.9094261889522117E-4,0.9998090573811047,"0"
1772.0,221.0,70.0,249.0,54.0,0.0,58.0,31.0,"0",0.013335385287119446,0.9866646147128806,"0"
1842.0,221.0,133.0,70.0,54.0,0.0,120.0,41.0,"0",1.9838182125184352E-4,0.9998016181787482,"0"
1975.0,221.0,66.0,133.0,54.0,0.0,54.0,31.0,"0",0.0062429675006941176,0.9937570324993059,"0"
2041.0,221.0,1918.0,66.0,54.0,0.0,136.0,41.0,"0",1.5446117166818335E-4,0.9998455388283318,"0"
124.0,275.0,104.0,1918.0,54.0,54.0,82.0,31.0,"0",0.0273684296992601,0.9726315703007399,"0"
228.0,275.0,82.0,104.0,53.0,54.0,70.0,31.0,"0",0.006565426762906736,0.9934345732370933,"0"
310.0,275.0,102.0,82.0,53.0,54.0,91.0,32.0,"0",0.010085919237567211,0.9899140807624328,"0"
412.0,275.0,43.0,102.0,53.0,54.0,37.0,31.0,"0",0.015885443495739313,0.9841145565042607,"0"
455.0,275.0,71.0,43.0,53.0,54.0,58.0,31.0,"0",0.011432345923038344,0.9885676540769617,"0"
526.0,275.0,126.0,71.0,53.0,54.0,114.0,42.0,"0",0.005198613148097688,0.9948013868519023,"0"
652.0,275.0,55.0,126.0,53.0,54.0,40.0,20.0,"0",0.07672282388093439,0.9232771761190656,"0"
707.0,275.0,78.0,55.0,53.0,54.0,63.0,29.0,"0",0.02559436123382889,0.974405638766171,"0"
785.0,275.0,134.0,78.0,53.0,54.0,122.0,30.0,"0",0.02193775780808198,0.9780622421919181,"0"
919.0,275.0,312.0,134.0,53.0,54.0,103.0,32.0,"0",0.5128917717924971,0.4871082282075029,"1"
1231.0,275.0,75.0,312.0,53.0,54.0,64.0,30.0,"0",0.05376727011541861,0.9462327298845813,"0"
1306.0,275.0,156.0,75.0,53.0,54.0,142.0,31.0,"0",0.013526698530653514,0.9864733014693464,"0"
1462.0,275.0,105.0,156.0,53.0,54.0,91.0,31.0,"0",0.04119142868190598,0.958808571318094,"0"
1567.0,275.0,61.0,105.0,53.0,54.0,49.0,20.0,"0",0.07119232141578859,0.9288076785842113,"0"
1628.0,275.0,121.0,61.0,53.0,54.0,109.0,42.0,"0",0.003383990250202186,0.9966160097497978,"0"
1749.0,275.0,227.0,121.0,53.0,54.0,215.0,42.0,"0",1.933161874599906E-4,0.99980668381254,"0"
1976.0,275.0,153.0,227.0,53.0,54.0,141.0,31.0,"0",0.009364906249914547,0.9906350937500855,"0"
2129.0,275.0,50.0,153.0,53.0,54.0,39.0,41.0,"0",0.01359660130718588,0.9864033986928141,"0"
2179.0,275.0,2055.0,50.0,53.0,54.0,51.0,31.0,"0",0.02073046333254015,0.9792695366674599,"0"
125.0,327.0,194.0,2055.0,53.0,53.0,182.0,31.0,"0",0.024316660274312372,0.9756833397256875,"0"
319.0,327.0,103.0,194.0,67.0,53.0,91.0,31.0,"0",0.034243297363139226,0.9657567026368608,"0"
422.0,327.0,43.0,103.0,67.0,53.0,36.0,32.0,"0",0.017208966930197966,0.9827910330698021,"0"
465.0,327.0,194.0,43.0,67.0,53.0,184.0,41.0,"0",0.005424709203384107,0.9945752907966159,"0"
659.0,327.0,141.0,194.0,67.0,53.0,128.0,41.0,"0",0.03448108150641164,0.9655189184935884,"0"
800.0,327.0,70.0,141.0,67.0,53.0,58.0,20.0,"0",0.09145993003696846,0.9085400699630316,"0"
870.0,327.0,65.0,70.0,67.0,53.0,53.0,22.0,"0",0.06384017035856775,0.9361598296414323,"0"
935.0,327.0,297.0,65.0,67.0,53.0,142.0,32.0,"0",0.3125822295742275,0.6874177704257723,"0"
1232.0,327.0,195.0,297.0,67.0,53.0,183.0,42.0,"0",0.018018364742401087,0.981981635257599,"0"
1427.0,327.0,87.0,195.0,67.0,53.0,76.0,41.0,"0",0.03609183334993797,0.9639081666500621,"0"
1514.0,327.0,161.0,87.0,67.0,53.0,148.0,30.0,"0",0.02797461053957504,0.9720253894604249,"0"
1675.0,327.0,110.0,161.0,67.0,53.0,98.0,31.0,"0",0.05061799290173484,0.9493820070982651,"0"
1785.0,327.0,137.0,110.0,67.0,53.0,124.0,32.0,"0",0.022631706539556904,0.9773682934604431,"0"
1922.0,327.0,90.0,137.0,67.0,53.0,75.0,38.0,"0",0.022922465000776538,0.9770775349992235,"0"
2012.0,327.0,129.0,90.0,67.0,53.0,117.0,31.0,"0",0.018497715283729222,0.9815022847162708,"0"
2141.0,327.0,48.0,129.0,67.0,53.0,32.0,30.0,"0",0.05130267374307072,0.9486973262569293,"0"
2189.0,327.0,2024.0,48.0,67.0,53.0,68.0,36.0,"0",0.020145149933435108,0.9798548500665649,"0"
166.0,379.0,44.0,2024.0,67.0,67.0,32.0,29.0,"0",0.033932461125571675,0.9660675388744284,"0"
210.0,379.0,90.0,44.0,68.0,67.0,75.0,40.0,"0",9.806255280320867E-4,0.9990193744719679,"0"
300.0,379.0,82.0,90.0,68.0,67.0,68.0,36.0,"0",0.010928151446593717,0.9890718485534062,"0"
382.0,379.0,178.0,82.0,68.0,67.0,167.0,30.0,"0",0.025668052233407537,0.9743319477665925,"0"
560.0,379.0,74.0,178.0,68.0,67.0,57.0,29.0,"0",0.07392150896284547,0.9260784910371546,"0"
634.0,379.0,57.0,74.0,68.0,67.0,44.0,36.0,"0",0.019959427623762183,0.9800405723762378,"0"
691.0,379.0,204.0,57.0,68.0,67.0,193.0,41.0,"0",0.014823010763334622,0.9851769892366653,"0"
895.0,379.0,57.0,204.0,68.0,67.0,45.0,32.0,"0",0.056980952249641226,0.9430190477503587,"0"
952.0,379.0,278.0,57.0,68.0,67.0,126.0,31.0,"0",0.36937073572070045,0.6306292642792996,"0"
1230.0,379.0,169.0,278.0,68.0,67.0,158.0,41.0,"0",0.06283489789356612,0.9371651021064339,"0"
1399.0,379.0,88.0,169.0,68.0,67.0,75.0,38.0,"0",0.049570673038870444,0.9504293269611295,"0"
1487.0,379.0,130.0,88.0,68.0,67.0,117.0,31.0,"0",0.04089410490609913,0.9591058950939009,"0"
1617.0,379.0,57.0,130.0,68.0,67.0,45.0,31.0,"0",0.0535760757485624,0.9464239242514376,"0"
1674.0,379.0,149.0,57.0,68.0,67.0,136.0,31.0,"0",0.03531470245169476,0.9646852975483052,"0"
1823.0,379.0,71.0,149.0,68.0,67.0,58.0,32.0,"0",0.05765452071189885,0.9423454792881011,"0"
1894.0,379.0,1771.0,71.0,68.0,67.0,213.0,41.0,"0",0.005019451757746536,0.9949805482422535,"0"
124.0,432.0,208.0,1771.0,68.0,68.0,195.0,29.0,"0",0.08188501564418371,0.9181149843558162,"0"
332.0,432.0,44.0,208.0,50.0,68.0,31.0,30.0,"0",0.04233877665770233,0.9576612233422976,"0"
376.0,432.0,94.0,44.0,50.0,68.0,82.0,31.0,"0",0.01605154447708485,0.9839484555229151,"0"
470.0,432.0,69.0,94.0,50.0,68.0,58.0,31.0,"0",0.03471468677708731,0.9652853132229128,"0"
539.0,432.0,127.0,69.0,50.0,68.0,114.0,41.0,"0",0.012928657916645322,0.9870713420833547,"0"
666.0,432.0,182.0,127.0,50.0,68.0,169.0,38.0,"0",0.04131307728961834,0.9586869227103816,"0"
848.0,432.0,70.0,182.0,50.0,68.0,58.0,20.0,"0",0.1327600663285748,0.867239933671425,"0"
918.0,432.0,112.0,70.0,50.0,68.0,100.0,31.0,"0",0.042285040062534134,0.9577149599374659,"0"
1030.0,432.0,201.0,112.0,50.0,68.0,99.0,31.0,"0",0.5776079458449469,0.42239205415505315,"1"
1231.0,432.0,1109.0,201.0,50.0,68.0,143.0,32.0,"0",0.6740086325797858,0.32599136742021423,"1"
124.0,482.0,147.0,1109.0,50.0,50.0,134.0,41.0,"0",0.04202139598318277,0.9579786040168172,"0"
271.0,482.0,155.0,147.0,53.0,50.0,142.0,42.0,"0",0.010896891904693359,0.9891031080953067,"0"
426.0,482.0,47.0,155.0,53.0,50.0,31.0,31.0,"0",0.055558078608695556,0.9444419213913045,"0"
473.0,482.0,93.0,47.0,53.0,50.0,71.0,28.0,"0",0.06808518894839626,0.9319148110516038,"0"
566.0,482.0,91.0,93.0,53.0,50.0,77.0,31.0,"0",0.0581704294508463,0.9418295705491537,"0"
657.0,482.0,178.0,91.0,53.0,50.0,166.0,31.0,"0",0.06268672287337262,0.9373132771266274,"0"
835.0,482.0,147.0,178.0,53.0,50.0,134.0,41.0,"0",0.0660028690584029,0.9339971309415971,"0"
982.0,482.0,291.0,147.0,53.0,50.0,114.0,31.0,"0",0.6946835809027742,0.30531641909722584,"1"
1273.0,482.0,134.0,291.0,53.0,50.0,120.0,42.0,"0",0.09896964843408974,0.9010303515659102,"0"
1407.0,482.0,246.0,134.0,53.0,50.0,234.0,32.0,"0",0.1335083355461387,0.8664916644538614,"0"
1653.0,482.0,46.0,246.0,53.0,50.0,31.0,30.0,"0",0.11596333661749732,0.8840366633825026,"0"
1699.0,482.0,76.0,46.0,53.0,50.0,62.0,29.0,"0",0.05395509779067572,0.9460449022093242,"0"
1775.0,482.0,92.0,76.0,53.0,50.0,79.0,20.0,"0",0.17953456782978117,0.8204654321702188,"0"
1867.0,482.0,105.0,92.0,53.0,50.0,92.0,38.0,"0",0.03744703854338713,0.9625529614566128,"0"
1972.0,482.0,140.0,105.0,53.0,50.0,126.0,38.0,"0",0.05083891005424827,0.9491610899457518,"0"
2112.0,482.0,1989.0,140.0,53.0,50.0,15.0,20.0,"0",0.4744856850556537,0.5255143149443463,"0"
124.0,535.0,206.0,1989.0,53.0,53.0,194.0,30.0,"0",0.1912602960322053,0.8087397039677946,"0"
330.0,535.0,44.0,206.0,53.0,53.0,31.0,30.0,"0",0.09182733171766312,0.9081726682823369,"0"
374.0,535.0,83.0,44.0,53.0,53.0,71.0,31.0,"0",0.03468257008250471,0.9653174299174953,"0"
457.0,535.0,71.0,83.0,53.0,53.0,58.0,32.0,"0",0.0677733571246984,0.9322266428753017,"0"
528.0,535.0,117.0,71.0,53.0,53.0,106.0,41.0,"0",0.02402285686422578,0.9759771431357742,"0"
645.0,535.0,168.0,117.0,53.0,53.0,156.0,31.0,"0",0.1555028481008654,0.8444971518991345,"0"
813.0,535.0,43.0,168.0,53.0,53.0,31.0,22.0,"0",0.2310192068848185,0.7689807931151814,"0"
856.0,535.0,49.0,43.0,53.0,53.0,37.0,31.0,"0",0.06817929844984408,0.931820701550156,"0"
905.0,535.0,156.0,49.0,53.0,53.0,143.0,41.0,"0",0.04689626111590947,0.9531037388840905,"0"
1061.0,535.0,170.0,156.0,53.0,53.0,28.0,22.0,"0",0.838517357167671,0.161482642832329,"1"
1231.0,535.0,154.0,170.0,53.0,53.0,141.0,31.0,"0",0.2876367831985641,0.7123632168014359,"0"
1385.0,535.0,44.0,154.0,53.0,53.0,36.0,31.0,"0",0.14598561396856444,0.8540143860314356,"0"
1429.0,535.0,85.0,44.0,53.0,53.0,70.0,31.0,"0",0.09596649882230253,0.9040335011776975,"0"
1514.0,535.0,94.0,85.0,53.0,53.0,77.0,31.0,"0",0.14716235038968953,0.8528376496103104,"0"
1608.0,535.0,99.0,94.0,53.0,53.0,86.0,31.0,"0",0.13235879615751422,0.8676412038424858,"0"
1707.0,535.0,85.0,99.0,53.0,53.0,73.0,31.0,"0",0.1285753741714133,0.8714246258285868,"0"
1792.0,535.0,43.0,85.0,53.0,53.0,37.0,31.0,"0",0.09178791518305701,0.908212084816943,"0"
1835.0,535.0,71.0,43.0,53.0,53.0,59.0,37.0,"0",0.05261383635234396,0.947386163647656,"0"
1906.0,535.0,135.0,71.0,53.0,53.0,112.0,32.0,"0",0.2148719775798284,0.7851280224201715,"0"
2041.0,535.0,1918.0,135.0,53.0,53.0,120.0,42.0,"0",0.08730967127900854,0.9126903287209914,"0"
124.0,588.0,66.0,1918.0,53.0,53.0,55.0,31.0,"0",0.11709099365180238,0.8829090063481977,"0"
190.0,588.0,115.0,66.0,53.0,53.0,93.0,32.0,"0",0.03286262531111542,0.9671373746888846,"0"
305.0,588.0,82.0,115.0,53.0,53.0,69.0,31.0,"0",0.11901615871464745,0.8809838412853525,"0"
387.0,588.0,117.0,82.0,53.0,53.0,105.0,32.0,"0",0.10559300273575009,0.8944069972642499,"0"
504.0,588.0,51.0,117.0,53.0,53.0,40.0,20.0,"0",0.2736711451419198,0.7263288548580802,"0"
555.0,588.0,64.0,51.0,53.0,53.0,51.0,32.0,"0",0.09891407534607655,0.9010859246539235,"0"
619.0,588.0,196.0,64.0,53.0,53.0,183.0,43.0,"0",0.07495670658656334,0.9250432934134366,"0"
815.0,588.0,120.0,196.0,53.0,53.0,107.0,31.0,"0",0.3367453403827381,0.6632546596172619,"0"
935.0,588.0,61.0,120.0,53.0,53.0,49.0,21.0,"0",0.34999351679912544,0.6500064832008746,"0"
996.0,588.0,235.0,61.0,53.0,53.0,52.0,22.0,"0",0.8475341553949435,0.1524658446050565,"1"
